Term,IDF
spatial,3.91202
оператор,1.77196
айтурган,3.91202
еврей,2.81341
queries,3.50656
бион,3.91202
vice,3.91202
мрачность,3.91202
преимущественно,2.04022
прослушивание,3.50656
ханка,3.91202
parish,3.91202
altman,3.91202
черников,3.50656
шиманский,3.91202
океанограф,3.91202
разом,2.99573
netbynet,3.91202
ноябрьск,3.91202
неклюдов,3.91202
forecasting,3.91202
вальтер,3.21888
конвойный,3.91202
кучма,3.91202
концерт,3.21888
кастро,3.91202
курильщик,3.50656
передушить,3.91202
scheduling,3.91202
hidden,3.21888
цукерберг,3.91202
medical,2.81341
стефанюк,3.50656
предназначение,3.50656
басня,3.50656
диагностик,3.50656
андреевич,3.91202
заместить,3.91202
cleansing,3.91202
освободить,2.20727
даваться,2.20727
гуссерль,3.21888
бернулли,3.91202
deutsch,3.91202
реактивный,3.91202
новинка,3.50656
олейников,3.91202
размыться,3.91202
доминирование,2.65926
shushed,3.91202
вигдерзон,3.21888
описать,1.02165
знаня,3.91202
алтай,3.21888
джоэл,3.91202
межсетевой,3.91202
трактовка,2.65926
топливный,3.91202
былина,3.91202
заправка,2.99573
кластер,2.30259
dyatel,3.91202
имущество,2.30259
чередование,3.50656
libris,2.04022
уайт,3.50656
концептуализировать,3.91202
силить,3.91202
industry,3.21888
левкипп,3.91202
гостиничный,3.91202
дубровский,3.91202
freund,3.91202
d,2.04022
enough,3.50656
lenta,3.91202
стерлинг,3.91202
земсков,3.50656
электротранспорт,3.50656
историографический,3.91202
бабушка,3.91202
распознаваться,3.50656
политика,1.10866
психолог,2.52573
лал,3.50656
тройственный,3.91202
панов,3.21888
птолемей,3.91202
jamie,3.91202
protest,3.50656
танец,3.50656
grom,3.91202
tata,3.91202
фактически,1.60944
четырёхскатный,3.91202
ответчик,3.21888
caution,3.91202
виноградов,2.81341
переправа,3.91202
полонский,3.91202
cdnow,3.91202
канцеляризм,3.91202
блокировать,2.20727
кевлар,3.91202
реалистичность,3.91202
трансферный,3.91202
sap,3.50656
встречать,3.21888
ган,3.91202
harlan,3.91202
сфокусировать,3.50656
азия,1.71480
bibliotheca,3.91202
индонезийский,3.91202
разбивать,3.91202
летописец,3.91202
акционерский,3.91202
взаимодействие,1.02165
левицкий,3.21888
сапсан,3.91202
самоисполняться,3.91202
нижневартовский,3.91202
alibaba,2.40795
оракул,3.21888
crafty,3.91202
datareportal,3.91202
актриса,3.21888
nielsen,3.91202
wurde,3.91202
надлежащий,2.81341
opensearch,3.91202
экоакция,3.91202
непристойный,3.21888
задавание,3.91202
талия,3.91202
занчурина,3.91202
gao,3.21888
воплотить,3.50656
истечь,3.50656
сандберг,3.91202
hila,3.91202
неграмотность,3.50656
многоавторский,3.91202
продолжать,1.10866
ɪ,3.91202
symonds,3.91202
леланда,3.21888
simulation,2.99573
déjà,3.91202
почему,1.34707
перекачка,3.50656
избиратель,3.50656
рсфср,2.04022
paxton,3.50656
sergei,3.50656
вадим,2.30259
разрушаться,3.91202
треножник,3.91202
иерархия,2.30259
her,3.91202
милан,3.50656
джуда,3.91202
тейлера,3.91202
sigo,3.91202
стабилизационный,3.91202
крайн,3.91202
sejnowski,3.91202
горфункель,3.91202
выдвигать,2.40795
финнмарк,3.91202
автократия,3.91202
общеизвестный,3.50656
закодировать,3.50656
литвинов,3.91202
араб,3.21888
летун,3.91202
мраморный,3.91202
dhara,3.91202
bethesda,3.91202
фазис,3.91202
тюменский,2.99573
киреевский,3.50656
актив,1.60944
гриллс,3.91202
многослойный,2.40795
алифиров,3.91202
тенденция,1.27297
дать,0.27444
мфк,3.50656
augmenting,3.50656
абалакин,3.91202
библиография,2.65926
интернетик,3.91202
санкция,1.83258
fearful,3.91202
глеевыя,3.91202
мейерхольд,3.50656
откровенно,3.91202
сдохнуть,3.91202
android,1.96611
авторадио,3.91202
오로,3.91202
шульгин,3.91202
koullias,3.91202
нерегулярность,3.91202
контракт,1.77196
эмпиризм,3.21888
federation,2.81341
нелогический,3.91202
бишоп,3.91202
обязать,1.77196
антиоборонный,3.91202
возможность,0.24846
тимофей,2.65926
ekin,3.91202
гфс,3.91202
гаиза,3.50656
aisb,3.91202
справочный,2.52573
von,2.65926
геополитический,2.52573
передел,3.50656
разлука,3.50656
schreyer,3.91202
крамола,3.91202
критерий,1.17118
фёдор,3.21888
dmca,3.91202
лескинский,3.91202
айрин,3.21888
распад,2.40795
salakhutdinov,3.91202
ток,3.50656
lucene,2.99573
lynette,3.91202
инвентарь,3.21888
encyclopædia,2.81341
хеберл,3.91202
обойтись,2.52573
полимерный,3.91202
затянуться,3.91202
священный,3.21888
rocket,3.91202
oyarzún,3.91202
адуев,3.91202
цгв,3.50656
аттестовать,3.91202
мтуся,3.91202
посмертно,3.21888
себрант,3.21888
лайта,2.99573
сестра,2.81341
присутственный,3.91202
аппроксимант,3.91202
lai,3.50656
пожизненный,3.91202
magic,2.81341
переместить,3.91202
закрепление,3.21888
предверхоянский,3.91202
автодополнение,3.91202
отражаться,3.50656
dominion,3.50656
аппроксимационный,3.91202
სოციალისტური,3.50656
элемент,0.63488
впечатлить,3.91202
мамаев,3.91202
hromadske,3.91202
revolutionary,2.99573
sales,3.91202
инновационный,2.30259
атамбаев,3.91202
fund,2.99573
невидимый,2.99573
барри,3.21888
usafa,3.50656
алтарь,3.91202
definition,3.50656
интуиционистский,3.91202
ind,3.91202
предуральский,3.91202
why,1.77196
разбить,3.50656
интерлингвистика,3.91202
эмпирически,3.21888
садовский,3.91202
триолизм,3.91202
shock,3.91202
полова,2.81341
поддаваться,2.52573
stored,3.91202
отформатировать,3.91202
тигрица,3.91202
докладчик,3.50656
earth,2.65926
извращение,3.21888
мингрелия,3.91202
фильтроваться,3.91202
землеустройство,3.50656
memberships,3.91202
одноклассовый,3.91202
озвучивать,3.91202
пломбировать,3.91202
микоян,3.50656
chessmaster,3.50656
комсомолец,2.65926
касториадис,3.91202
devonport,3.91202
крауна,3.91202
clean,3.50656
keurig,3.50656
орлеан,3.91202
magellan,3.91202
полупустынный,3.91202
кавказоведение,3.91202
кросскультурный,3.91202
разгромить,2.65926
поземельный,3.91202
дартмутский,1.20397
mitchell,2.99573
морозов,3.21888
омат,3.91202
rapid,3.91202
мартынюк,3.91202
времяпровождение,3.91202
локкома,3.91202
rönesans,3.91202
сопровождаться,2.40795
антикоммунистический,3.91202
ветхий,3.91202
suddenly,3.91202
egothor,2.99573
ниокр,3.50656
медикамент,3.21888
подарок,3.91202
ces,3.91202
номинант,3.91202
загружать,2.99573
изолировать,2.40795
deephd,3.91202
углеродный,2.99573
сохранность,3.91202
переплавить,3.91202
true,3.50656
военизированный,3.91202
ethics,2.65926
higher,3.50656
амс,3.50656
instruction,3.91202
пропускаться,3.91202
наушник,3.91202
минимизация,2.65926
неудовлетворительный,3.91202
садра,3.91202
dry,3.50656
немногое,3.21888
предусматриваться,2.52573
причинять,3.91202
узурпировать,3.91202
невыплаченный,3.91202
редакционный,3.50656
суахили,3.91202
скрынникнуть,3.91202
почтамтский,3.91202
энецкай,3.91202
фукусима,3.91202
наложение,3.91202
para,3.91202
стихосложение,3.91202
погост,3.91202
редко,2.52573
люксембургианство,3.91202
кровавый,3.50656
грузоподъёмность,3.91202
cuc,3.91202
отбывать,3.91202
christianity,3.50656
родство,2.81341
theoretical,3.21888
вымя,3.91202
депозит,3.21888
рационализировать,3.50656
наливной,3.91202
вторгненний,3.91202
зазвонить,3.91202
телефон,1.66073
михаил,1.17118
козак,3.50656
цв,3.91202
grammatech,3.91202
метаболизм,3.91202
эсхатология,3.50656
infographic,3.91202
воскресить,3.91202
jcscr,3.91202
kindle,3.91202
vidcon,3.91202
набор,0.79851
экран,2.04022
act,3.91202
сунц,3.91202
добираться,3.50656
убедительный,2.99573
терентьев,2.99573
политология,2.65926
mirror,3.91202
анжелеса,3.91202
шифр,2.52573
asset,3.50656
монреаль,3.50656
уравнение,2.12026
смочь,0.89160
lacki,3.91202
повелеть,3.91202
shuffle,3.91202
участвовать,1.13943
жилище,3.91202
высокорисковый,3.91202
sdk,3.50656
helsinki,3.91202
подунавий,3.91202
полиома,3.91202
исследовательский,1.30933
очищать,2.99573
двойственный,3.21888
logic,2.52573
рей,3.91202
quidsi,3.91202
hyuk,3.91202
девять,2.12026
досадный,3.91202
рукописный,1.23787
край,1.96611
форсировать,3.21888
генрих,2.81341
софистический,3.91202
опричнина,3.91202
wayne,3.50656
filipov,3.91202
тафтс,3.21888
метафилософия,3.21888
шеф,3.21888
вёрстка,3.91202
памятный,2.99573
постичь,2.99573
карвальо,3.91202
нефтехимический,3.50656
k,2.30259
